"EnsID","MSTRG_Tx_ID","BestCTSS","Exon_count","Spliced_length","CTSSstrand","X5pStringtie","BEstTIEScore","BEstDist","BestStart","V13","Distance.Upstream.of.SS1","PercentExon1Retained","FANTOM_ID","V15","CAGEvalidity","Enh_Start","Enh_Stop","chr","start","str","Genehancer_name","Genehancer_type","Genehancer_score","Genehancer_source","FANTOMenhancer","FANTOMpromoter","padj","LogFC_0_4","preadj_0_4","LogFC_4_8","preadj_4_8","LogFC_8_24","preadj_8_24","LogFC_0_8","preadj_0_8","LogFC_0_24","preadj_0_24","LogFC_4_24","preadj_4_24","EnhancerVerdict","DiffExprs"
"ENSG00000143429.10","MSTRG.18427.3","chr2:91847981..91848019,-",4,4446,"-",91659972,93.4318017336856,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","MSTRG.18427.3","chr2:91847981..91848019,-",4,4446,"-",91659972,93.4318017336856,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","MSTRG.18427.3","chr2:91847981..91848019,-",4,4446,"-",91659972,93.4318017336856,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","MSTRG.18427.3","chr2:91847981..91848019,-",4,4446,"-",91659972,93.4318017336856,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","MSTRG.18427.3","chr2:91847981..91848019,-",4,4446,"-",91659972,93.4318017336856,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000609777.5","chr2:91847981..91848019,-",3,1194,"-",91659972,92.1719020106682,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000609777.5","chr2:91847981..91848019,-",3,1194,"-",91659972,92.1719020106682,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000609777.5","chr2:91847981..91848019,-",3,1194,"-",91659972,92.1719020106682,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000609777.5","chr2:91847981..91848019,-",3,1194,"-",91659972,92.1719020106682,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000609777.5","chr2:91847981..91848019,-",3,1194,"-",91659972,92.1719020106682,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","MSTRG.18427.5","chr2:91847981..91848019,-",3,545,"-",91659972,91.5552482982959,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","MSTRG.18427.5","chr2:91847981..91848019,-",3,545,"-",91659972,91.5552482982959,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","MSTRG.18427.5","chr2:91847981..91848019,-",3,545,"-",91659972,91.5552482982959,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","MSTRG.18427.5","chr2:91847981..91848019,-",3,545,"-",91659972,91.5552482982959,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","MSTRG.18427.5","chr2:91847981..91848019,-",3,545,"-",91659972,91.5552482982959,3,91659955,64,47,0.734375,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659972,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608018.5",NA,NA,NA,"-",91655378,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,91655178,91657378,"chr2",91655378,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608018.5",NA,NA,NA,"-",91655378,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,91655178,91657378,"chr2",91655378,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608018.5",NA,NA,NA,"-",91655378,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,91655178,91657378,"chr2",91655378,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608018.5",NA,NA,NA,"-",91655378,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,91655178,91657378,"chr2",91655378,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608018.5",NA,NA,NA,"-",91655378,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,91655178,91657378,"chr2",91655378,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608531.1","chr2:91847981..91848019,-",4,582,"-",91659922,88.4796908461622,-47,91659955,14,47,3.35714285714286,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659922,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608531.1","chr2:91847981..91848019,-",4,582,"-",91659922,88.4796908461622,-47,91659955,14,47,3.35714285714286,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659922,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608531.1","chr2:91847981..91848019,-",4,582,"-",91659922,88.4796908461622,-47,91659955,14,47,3.35714285714286,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659922,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608531.1","chr2:91847981..91848019,-",4,582,"-",91659922,88.4796908461622,-47,91659955,14,47,3.35714285714286,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659922,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000143429.10","ENST00000608531.1","chr2:91847981..91848019,-",4,582,"-",91659922,88.4796908461622,-47,91659955,14,47,3.35714285714286,"ENSG00000143429.5","Stringent","Valid CAGE",91659755,91661955,"chr2",91659922,"-",NA,NA,NA,NA,NA,NA,0.556,0.0726,0.912,0.0234,0.975,-0.381,0.352,0.096,0.877,-0.285,0.531,-0.358,0.395,NA,NA
"ENSG00000154537.4","MSTRG.31914.1",NA,NA,NA,"+",61851231,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,61849231,61851431,"chr9",61851231,"+",NA,NA,NA,NA,NA,NA,0.0946,-0.00193,0.998,0.688,0.0904,-0.264,0.642,0.686,0.088,0.422,0.379,0.424,0.382,NA,NA
"ENSG00000154537.4","MSTRG.31914.1",NA,NA,NA,"+",61851231,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,61849231,61851431,"chr9",61851231,"+",NA,NA,NA,NA,NA,NA,0.0946,-0.00193,0.998,0.688,0.0904,-0.264,0.642,0.686,0.088,0.422,0.379,0.424,0.382,NA,NA
"ENSG00000154537.4","ENST00000377542.3",NA,NA,NA,"+",61854162,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,61852162,61854362,"chr9",61854162,"+",NA,NA,NA,NA,NA,NA,0.0946,-0.00193,0.998,0.688,0.0904,-0.264,0.642,0.686,0.088,0.422,0.379,0.424,0.382,NA,NA
"ENSG00000154537.4","ENST00000377542.3",NA,NA,NA,"+",61854162,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,61852162,61854362,"chr9",61854162,"+",NA,NA,NA,NA,NA,NA,0.0946,-0.00193,0.998,0.688,0.0904,-0.264,0.642,0.686,0.088,0.422,0.379,0.424,0.382,NA,NA
"ENSG00000163364.9","ENST00000295549.8","chr2:177502703..177502747,-",3,1407,"-",176637931,77.8408488004008,-57,176637975,470,514,1.0936170212766,"ENSG00000163364.5","Stringent","Valid CAGE",176637775,176639975,"chr2",176637931,"-","GH02J176637","Promoter/Enhancer",353,"ENCODE(Z-Lab),Ensembl",NA,"FANTOM Promoter",0.576,0.121,0.884,-0.397,0.512,-0.0817,0.929,-0.276,0.688,-0.358,0.566,-0.478,0.393,NA,NA
"ENSG00000163364.9","ENST00000295549.8","chr2:177502703..177502747,-",3,1407,"-",176637931,77.8408488004008,-57,176637975,470,514,1.0936170212766,"ENSG00000163364.5","Stringent","Valid CAGE",176637775,176639975,"chr2",176637931,"-","GH02J176637","Promoter/Enhancer",353,"ENCODE(Z-Lab),Ensembl",NA,"FANTOM Promoter",0.576,0.121,0.884,-0.397,0.512,-0.0817,0.929,-0.276,0.688,-0.358,0.566,-0.478,0.393,NA,NA
"ENSG00000163364.9","ENST00000339037.3","chr2:177502254..177502360,-",4,838,"-",176637562,84.047629775873,-46,176637526,101,65,0.643564356435644,"ENSG00000163364.5","Stringent","Valid CAGE",176637326,176639526,"chr2",176637562,"-","GH02J176637","Promoter/Enhancer",353,"ENCODE(Z-Lab),Ensembl",NA,"FANTOM Promoter",0.576,0.121,0.884,-0.397,0.512,-0.0817,0.929,-0.276,0.688,-0.358,0.566,-0.478,0.393,NA,NA
"ENSG00000163364.9","ENST00000339037.3","chr2:177502254..177502360,-",4,838,"-",176637562,84.047629775873,-46,176637526,101,65,0.643564356435644,"ENSG00000163364.5","Stringent","Valid CAGE",176637326,176639526,"chr2",176637562,"-","GH02J176637","Promoter/Enhancer",353,"ENCODE(Z-Lab),Ensembl",NA,"FANTOM Promoter",0.576,0.121,0.884,-0.397,0.512,-0.0817,0.929,-0.276,0.688,-0.358,0.566,-0.478,0.393,NA,NA
"ENSG00000163597.14","ENST00000587838.1","chr17:74553841..74553864,+",3,884,"+",76558463,84.6616478066334,695,76557759,138,842,6.10144927536232,"ENSG00000163597.10","Stringent","Valid CAGE",76555759,76557959,"chr17",76558463,"+","GH17J076555","Promoter/Enhancer",655,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.103,0.301,0.546,0.388,0.393,-0.609,0.112,0.688,0.0611,0.0795,0.911,-0.221,0.69,NA,NA
"ENSG00000163597.14","ENST00000587838.1","chr17:74553841..74553864,+",3,884,"+",76558463,84.6616478066334,695,76557759,138,842,6.10144927536232,"ENSG00000163597.10","Stringent","Valid CAGE",76555759,76557959,"chr17",76558463,"+","GH17J076555","Promoter/Enhancer",655,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.103,0.301,0.546,0.388,0.393,-0.609,0.112,0.688,0.0611,0.0795,0.911,-0.221,0.69,NA,NA
"ENSG00000163597.14","ENST00000587838.1","chr17:74553841..74553864,+",3,884,"+",76558463,84.6616478066334,695,76557759,138,842,6.10144927536232,"ENSG00000163597.10","Stringent","Valid CAGE",76555759,76557959,"chr17",76558463,"+","GH17J076555","Promoter/Enhancer",655,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.103,0.301,0.546,0.388,0.393,-0.609,0.112,0.688,0.0611,0.0795,0.911,-0.221,0.69,NA,NA
"ENSG00000163597.14","MSTRG.14808.7","chr17:74553841..74553864,+",4,2515,"+",76557778,100.894719444791,10,76557759,80,99,1.2375,"ENSG00000163597.10","Stringent","Valid CAGE",76555759,76557959,"chr17",76557778,"+","GH17J076555","Promoter/Enhancer",655,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.103,0.301,0.546,0.388,0.393,-0.609,0.112,0.688,0.0611,0.0795,0.911,-0.221,0.69,NA,NA
"ENSG00000163597.14","MSTRG.14808.7","chr17:74553841..74553864,+",4,2515,"+",76557778,100.894719444791,10,76557759,80,99,1.2375,"ENSG00000163597.10","Stringent","Valid CAGE",76555759,76557959,"chr17",76557778,"+","GH17J076555","Promoter/Enhancer",655,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.103,0.301,0.546,0.388,0.393,-0.609,0.112,0.688,0.0611,0.0795,0.911,-0.221,0.69,NA,NA
"ENSG00000163597.14","MSTRG.14808.7","chr17:74553841..74553864,+",4,2515,"+",76557778,100.894719444791,10,76557759,80,99,1.2375,"ENSG00000163597.10","Stringent","Valid CAGE",76555759,76557959,"chr17",76557778,"+","GH17J076555","Promoter/Enhancer",655,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.103,0.301,0.546,0.388,0.393,-0.609,0.112,0.688,0.0611,0.0795,0.911,-0.221,0.69,NA,NA
"ENSG00000163597.14","ENST00000493536.5","chr17:74553841..74553864,+",3,2424,"+",76557770,101.783655017526,2,76557759,88,99,1.125,"ENSG00000163597.10","Stringent","Valid CAGE",76555759,76557959,"chr17",76557770,"+","GH17J076555","Promoter/Enhancer",655,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.103,0.301,0.546,0.388,0.393,-0.609,0.112,0.688,0.0611,0.0795,0.911,-0.221,0.69,NA,NA
"ENSG00000163597.14","ENST00000493536.5","chr17:74553841..74553864,+",3,2424,"+",76557770,101.783655017526,2,76557759,88,99,1.125,"ENSG00000163597.10","Stringent","Valid CAGE",76555759,76557959,"chr17",76557770,"+","GH17J076555","Promoter/Enhancer",655,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.103,0.301,0.546,0.388,0.393,-0.609,0.112,0.688,0.0611,0.0795,0.911,-0.221,0.69,NA,NA
"ENSG00000163597.14","ENST00000493536.5","chr17:74553841..74553864,+",3,2424,"+",76557770,101.783655017526,2,76557759,88,99,1.125,"ENSG00000163597.10","Stringent","Valid CAGE",76555759,76557959,"chr17",76557770,"+","GH17J076555","Promoter/Enhancer",655,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.103,0.301,0.546,0.388,0.393,-0.609,0.112,0.688,0.0611,0.0795,0.911,-0.221,0.69,NA,NA
"ENSG00000166770.10","MSTRG.17467.1","chr19:56989485..56989565,+",3,1698,"+",56477250,73.9746373828895,-906,56478116,1132,266,0.234982332155477,"ENSG00000166770.6","Stringent","Valid CAGE",56476116,56478316,"chr19",56477250,"+","GH19J056476","Promoter/Enhancer",514,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.0906,-0.204,0.695,-0.504,0.189,0.576,0.111,-0.708,0.0363,-0.132,0.821,0.0722,0.913,NA,NA
"ENSG00000166770.10","MSTRG.17467.1","chr19:56989485..56989565,+",3,1698,"+",56477250,73.9746373828895,-906,56478116,1132,266,0.234982332155477,"ENSG00000166770.6","Stringent","Valid CAGE",56476116,56478316,"chr19",56477250,"+","GH19J056476","Promoter/Enhancer",514,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.0906,-0.204,0.695,-0.504,0.189,0.576,0.111,-0.708,0.0363,-0.132,0.821,0.0722,0.913,NA,NA
"ENSG00000166770.10","MSTRG.17467.1","chr19:56989485..56989565,+",3,1698,"+",56477250,73.9746373828895,-906,56478116,1132,266,0.234982332155477,"ENSG00000166770.6","Stringent","Valid CAGE",56476116,56478316,"chr19",56477250,"+","GH19J056476","Promoter/Enhancer",514,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.0906,-0.204,0.695,-0.504,0.189,0.576,0.111,-0.708,0.0363,-0.132,0.821,0.0722,0.913,NA,NA
"ENSG00000166770.10","MSTRG.17467.1","chr19:56989485..56989565,+",3,1698,"+",56477250,73.9746373828895,-906,56478116,1132,266,0.234982332155477,"ENSG00000166770.6","Stringent","Valid CAGE",56476116,56478316,"chr19",56477250,"+","GH19J056476","Promoter/Enhancer",514,"ENCODE(Z-Lab),EPDnew,Ensembl",NA,"FANTOM Promoter",0.0906,-0.204,0.695,-0.504,0.189,0.576,0.111,-0.708,0.0363,-0.132,0.821,0.0722,0.913,NA,NA
